time,hour,month,day_of_week,temperature,solar_radiation,wind_speed,carbon_intensity
2023-12-12 11:00:00+00:00,11,12,1,11.1,129.0,19.5,210.0
2023-12-12 12:00:00+00:00,12,12,1,11.4,143.0,21.3,222.0
2023-12-12 13:00:00+00:00,13,12,1,10.1,44.0,18.4,230.5
2023-12-12 14:00:00+00:00,14,12,1,10.1,37.0,19.0,237.5
2023-12-12 15:00:00+00:00,15,12,1,9.7,29.0,18.4,240.0
2023-12-12 16:00:00+00:00,16,12,1,8.9,14.0,17.0,246.0
2023-12-12 17:00:00+00:00,17,12,1,8.5,0.0,14.4,241.0
2023-12-12 18:00:00+00:00,18,12,1,7.9,0.0,13.6,242.5
2023-12-12 19:00:00+00:00,19,12,1,7.5,0.0,14.5,244.0
2023-12-12 20:00:00+00:00,20,12,1,7.2,0.0,13.8,225.5
2023-12-12 21:00:00+00:00,21,12,1,7.1,0.0,15.0,200.0
2023-12-12 22:00:00+00:00,22,12,1,7.3,0.0,15.8,184.5
2023-12-12 23:00:00+00:00,23,12,1,7.7,0.0,14.8,156.5
2023-12-13 00:00:00+00:00,0,12,2,7.7,0.0,13.7,147.0
2023-12-13 01:00:00+00:00,1,12,2,7.8,0.0,13.9,138.5
2023-12-13 02:00:00+00:00,2,12,2,7.9,0.0,12.7,136.5
2023-12-13 03:00:00+00:00,3,12,2,7.7,0.0,14.0,133.0
2023-12-13 04:00:00+00:00,4,12,2,7.3,0.0,15.8,133.5
2023-12-13 05:00:00+00:00,5,12,2,7.2,0.0,17.2,147.5
2023-12-13 06:00:00+00:00,6,12,2,7.1,0.0,15.4,165.0
2023-12-13 07:00:00+00:00,7,12,2,7.0,0.0,15.5,178.5
2023-12-13 08:00:00+00:00,8,12,2,7.0,0.0,16.8,183.5
2023-12-13 09:00:00+00:00,9,12,2,7.2,6.0,15.5,186.5
2023-12-13 10:00:00+00:00,10,12,2,7.8,32.0,19.9,184.0
2023-12-13 11:00:00+00:00,11,12,2,7.4,27.0,23.6,180.5
2023-12-13 12:00:00+00:00,12,12,2,7.6,152.0,26.5,179.0
2023-12-13 13:00:00+00:00,13,12,2,7.4,46.0,24.3,176.5
2023-12-13 14:00:00+00:00,14,12,2,7.0,27.0,27.8,180.5
2023-12-13 15:00:00+00:00,15,12,2,6.8,20.0,31.3,188.5
2023-12-13 16:00:00+00:00,16,12,2,6.6,2.0,30.5,195.0
2023-12-13 17:00:00+00:00,17,12,2,6.6,0.0,28.2,198.0
2023-12-13 18:00:00+00:00,18,12,2,6.5,0.0,26.6,202.5
2023-12-13 19:00:00+00:00,19,12,2,6.4,0.0,25.6,205.5
2023-12-13 20:00:00+00:00,20,12,2,6.3,0.0,23.7,201.0
2023-12-13 21:00:00+00:00,21,12,2,6.2,0.0,22.8,178.5
2023-12-13 22:00:00+00:00,22,12,2,6.1,0.0,22.7,164.0
2023-12-13 23:00:00+00:00,23,12,2,5.8,0.0,20.3,159.0
2023-12-14 00:00:00+00:00,0,12,3,4.7,0.0,15.6,158.5
2023-12-14 01:00:00+00:00,1,12,3,4.1,0.0,12.8,156.5
2023-12-14 02:00:00+00:00,2,12,3,3.5,0.0,12.0,146.0
2023-12-14 03:00:00+00:00,3,12,3,2.8,0.0,10.8,143.0
2023-12-14 04:00:00+00:00,4,12,3,1.8,0.0,7.6,152.5
2023-12-14 05:00:00+00:00,5,12,3,1.6,0.0,7.8,171.5
2023-12-14 06:00:00+00:00,6,12,3,2.3,0.0,8.4,208.5
2023-12-14 07:00:00+00:00,7,12,3,2.8,0.0,8.1,231.0
2023-12-14 08:00:00+00:00,8,12,3,3.0,0.0,8.4,233.0
2023-12-14 09:00:00+00:00,9,12,3,3.4,4.0,9.4,234.5
2023-12-14 10:00:00+00:00,10,12,3,4.2,16.0,11.1,230.5
2023-12-14 11:00:00+00:00,11,12,3,4.9,26.0,10.9,224.0
2023-12-14 12:00:00+00:00,12,12,3,5.3,27.0,12.3,221.0
2023-12-14 13:00:00+00:00,13,12,3,6.1,29.0,13.1,223.0
2023-12-14 14:00:00+00:00,14,12,3,6.9,37.0,10.1,229.0
2023-12-14 15:00:00+00:00,15,12,3,7.4,25.0,8.0,229.5
2023-12-14 16:00:00+00:00,16,12,3,7.4,6.0,6.8,227.0
2023-12-14 17:00:00+00:00,17,12,3,7.0,0.0,7.3,226.5
2023-12-14 18:00:00+00:00,18,12,3,6.7,0.0,7.2,232.0
2023-12-14 19:00:00+00:00,19,12,3,5.1,0.0,6.9,236.5
2023-12-14 20:00:00+00:00,20,12,3,3.9,0.0,8.3,233.5
2023-12-14 21:00:00+00:00,21,12,3,4.6,0.0,8.3,212.5
2023-12-14 22:00:00+00:00,22,12,3,4.4,0.0,7.9,186.5
2023-12-14 23:00:00+00:00,23,12,3,4.1,0.0,8.3,146.5
2023-12-15 00:00:00+00:00,0,12,4,3.7,0.0,7.6,131.5
2023-12-15 01:00:00+00:00,1,12,4,5.6,0.0,8.0,132.0
2023-12-15 02:00:00+00:00,2,12,4,6.5,0.0,9.0,120.5
2023-12-15 03:00:00+00:00,3,12,4,5.2,0.0,7.9,122.5
2023-12-15 04:00:00+00:00,4,12,4,4.1,0.0,7.7,131.0
2023-12-15 05:00:00+00:00,5,12,4,4.0,0.0,7.6,149.5
2023-12-15 06:00:00+00:00,6,12,4,3.4,0.0,7.1,190.0
2023-12-15 07:00:00+00:00,7,12,4,2.5,0.0,7.1,206.0
2023-12-15 08:00:00+00:00,8,12,4,2.5,0.0,8.0,200.0
2023-12-15 09:00:00+00:00,9,12,4,3.1,28.0,9.6,197.5
2023-12-15 10:00:00+00:00,10,12,4,4.2,113.0,10.4,207.0
2023-12-15 11:00:00+00:00,11,12,4,5.6,186.0,9.4,198.5
2023-12-15 12:00:00+00:00,12,12,4,6.6,222.0,9.9,189.0
2023-12-15 13:00:00+00:00,13,12,4,7.8,209.0,9.4,193.0
2023-12-15 14:00:00+00:00,14,12,4,8.1,165.0,9.2,177.5
2023-12-15 15:00:00+00:00,15,12,4,7.3,92.0,8.4,174.0
2023-12-15 16:00:00+00:00,16,12,4,5.8,18.0,9.9,173.0
2023-12-15 17:00:00+00:00,17,12,4,5.6,0.0,11.0,171.5
2023-12-15 18:00:00+00:00,18,12,4,5.2,0.0,11.7,162.0
2023-12-15 19:00:00+00:00,19,12,4,5.1,0.0,11.6,145.5
2023-12-15 20:00:00+00:00,20,12,4,4.8,0.0,11.6,122.0
2023-12-15 21:00:00+00:00,21,12,4,4.8,0.0,12.9,94.0
2023-12-15 22:00:00+00:00,22,12,4,4.7,0.0,12.6,79.5
2023-12-15 23:00:00+00:00,23,12,4,4.6,0.0,12.1,64.0
2023-12-16 00:00:00+00:00,0,12,5,4.8,0.0,12.6,69.5
2023-12-16 01:00:00+00:00,1,12,5,4.8,0.0,13.4,70.0
2023-12-16 02:00:00+00:00,2,12,5,5.3,0.0,13.2,66.5
2023-12-16 03:00:00+00:00,3,12,5,5.7,0.0,13.9,65.0
2023-12-16 04:00:00+00:00,4,12,5,5.8,0.0,13.3,60.5
2023-12-16 05:00:00+00:00,5,12,5,6.0,0.0,13.7,61.5
2023-12-16 06:00:00+00:00,6,12,5,6.5,0.0,15.1,75.5
2023-12-16 07:00:00+00:00,7,12,5,7.3,0.0,16.7,85.5
2023-12-16 08:00:00+00:00,8,12,5,8.0,0.0,17.1,84.5
2023-12-16 09:00:00+00:00,9,12,5,8.6,8.0,15.8,78.5
2023-12-16 10:00:00+00:00,10,12,5,9.4,35.0,15.8,67.5
2023-12-16 11:00:00+00:00,11,12,5,10.1,55.0,15.6,59.5
2023-12-16 12:00:00+00:00,12,12,5,10.6,69.0,16.8,61.5
2023-12-16 13:00:00+00:00,13,12,5,10.8,56.0,17.2,63.0
2023-12-16 14:00:00+00:00,14,12,5,11.1,52.0,18.2,72.5
2023-12-16 15:00:00+00:00,15,12,5,11.2,46.0,18.7,87.5
2023-12-16 16:00:00+00:00,16,12,5,10.9,10.0,18.3,90.5
2023-12-16 17:00:00+00:00,17,12,5,10.9,0.0,19.9,88.0
2023-12-16 18:00:00+00:00,18,12,5,10.9,0.0,20.4,84.5
2023-12-16 19:00:00+00:00,19,12,5,10.9,0.0,21.2,80.5
2023-12-16 20:00:00+00:00,20,12,5,10.8,0.0,20.4,75.0
2023-12-16 21:00:00+00:00,21,12,5,10.7,0.0,18.8,66.5
2023-12-16 22:00:00+00:00,22,12,5,10.4,0.0,18.0,69.0
2023-12-16 23:00:00+00:00,23,12,5,10.2,0.0,15.4,64.0
2023-12-17 00:00:00+00:00,0,12,6,10.5,0.0,18.1,61.0
2023-12-17 01:00:00+00:00,1,12,6,9.8,0.0,18.6,61.0
2023-12-17 02:00:00+00:00,2,12,6,9.4,0.0,18.1,57.5
2023-12-17 03:00:00+00:00,3,12,6,9.1,0.0,18.3,53.5
2023-12-17 04:00:00+00:00,4,12,6,8.9,0.0,19.1,53.0
2023-12-17 05:00:00+00:00,5,12,6,8.2,0.0,17.8,53.0
2023-12-17 06:00:00+00:00,6,12,6,7.1,0.0,17.1,57.0
2023-12-17 07:00:00+00:00,7,12,6,6.7,0.0,18.4,68.0
2023-12-17 08:00:00+00:00,8,12,6,6.7,0.0,21.0,65.0
2023-12-17 09:00:00+00:00,9,12,6,7.3,26.0,22.6,65.0
2023-12-17 10:00:00+00:00,10,12,6,8.7,110.0,23.2,57.5
2023-12-17 11:00:00+00:00,11,12,6,10.0,181.0,22.7,53.0
2023-12-17 12:00:00+00:00,12,12,6,10.8,210.0,30.6,52.5
2023-12-17 13:00:00+00:00,13,12,6,10.8,209.0,26.0,49.0
2023-12-17 14:00:00+00:00,14,12,6,10.5,158.0,23.7,52.5
2023-12-17 15:00:00+00:00,15,12,6,9.9,82.0,20.9,65.0
2023-12-17 16:00:00+00:00,16,12,6,9.3,15.0,21.1,78.5
2023-12-17 17:00:00+00:00,17,12,6,9.1,0.0,21.9,80.5
2023-12-17 18:00:00+00:00,18,12,6,9.1,0.0,21.4,78.0
2023-12-17 19:00:00+00:00,19,12,6,9.1,0.0,21.9,74.0
2023-12-17 20:00:00+00:00,20,12,6,8.6,0.0,20.6,74.5
2023-12-17 21:00:00+00:00,21,12,6,8.1,0.0,18.8,66.0
2023-12-17 22:00:00+00:00,22,12,6,7.9,0.0,18.0,59.5
2023-12-17 23:00:00+00:00,23,12,6,7.8,0.0,18.9,60.0
2023-12-18 00:00:00+00:00,0,12,0,8.1,0.0,19.6,65.0
2023-12-18 01:00:00+00:00,1,12,0,7.7,0.0,20.9,65.5
2023-12-18 02:00:00+00:00,2,12,0,7.8,0.0,20.9,63.5
2023-12-18 03:00:00+00:00,3,12,0,7.8,0.0,19.7,63.5
2023-12-18 04:00:00+00:00,4,12,0,8.1,0.0,20.0,65.0
2023-12-18 05:00:00+00:00,5,12,0,8.2,0.0,18.9,76.0
2023-12-18 06:00:00+00:00,6,12,0,8.3,0.0,18.6,111.0
2023-12-18 07:00:00+00:00,7,12,0,8.2,0.0,19.4,133.0
2023-12-18 08:00:00+00:00,8,12,0,8.5,0.0,21.1,135.0
2023-12-18 09:00:00+00:00,9,12,0,8.6,23.0,21.4,132.5
2023-12-18 10:00:00+00:00,10,12,0,9.7,64.0,22.7,129.0
2023-12-18 11:00:00+00:00,11,12,0,10.4,47.0,23.4,127.0
2023-12-18 12:00:00+00:00,12,12,0,11.1,58.0,23.9,127.5
2023-12-18 13:00:00+00:00,13,12,0,11.4,129.0,20.6,127.0
2023-12-18 14:00:00+00:00,14,12,0,11.9,80.0,24.3,132.0
2023-12-18 15:00:00+00:00,15,12,0,11.6,15.0,23.2,127.0
2023-12-18 16:00:00+00:00,16,12,0,11.4,4.0,23.2,131.5
2023-12-18 17:00:00+00:00,17,12,0,11.4,0.0,25.0,134.5
2023-12-18 18:00:00+00:00,18,12,0,11.5,0.0,24.2,130.5
2023-12-18 19:00:00+00:00,19,12,0,11.6,0.0,22.9,125.5
2023-12-18 20:00:00+00:00,20,12,0,11.8,0.0,22.7,111.0
2023-12-18 21:00:00+00:00,21,12,0,11.7,0.0,22.2,100.0
2023-12-18 22:00:00+00:00,22,12,0,11.8,0.0,22.2,80.5
2023-12-18 23:00:00+00:00,23,12,0,11.8,0.0,21.4,70.5
2023-12-19 00:00:00+00:00,0,12,1,11.8,0.0,21.2,74.5
2023-12-19 01:00:00+00:00,1,12,1,11.9,0.0,23.9,80.0
2023-12-19 02:00:00+00:00,2,12,1,12.1,0.0,24.5,77.5
2023-12-19 03:00:00+00:00,3,12,1,12.2,0.0,26.1,81.0
2023-12-19 04:00:00+00:00,4,12,1,12.2,0.0,26.1,82.0
2023-12-19 05:00:00+00:00,5,12,1,12.1,0.0,23.5,101.0
2023-12-19 06:00:00+00:00,6,12,1,11.9,0.0,21.7,137.5
2023-12-19 07:00:00+00:00,7,12,1,11.9,0.0,19.7,152.5
2023-12-19 08:00:00+00:00,8,12,1,12.0,0.0,17.9,152.0
2023-12-19 09:00:00+00:00,9,12,1,12.1,1.0,18.0,143.5
2023-12-19 10:00:00+00:00,10,12,1,12.2,8.0,15.8,151.5
2023-12-19 11:00:00+00:00,11,12,1,11.8,15.0,15.5,154.0
2023-12-19 12:00:00+00:00,12,12,1,11.1,12.0,14.8,142.0
2023-12-19 13:00:00+00:00,13,12,1,9.9,20.0,12.5,139.5
2023-12-19 14:00:00+00:00,14,12,1,9.6,11.0,12.1,143.0
2023-12-19 15:00:00+00:00,15,12,1,9.3,19.0,13.3,139.0
2023-12-19 16:00:00+00:00,16,12,1,8.8,7.0,15.8,138.0
2023-12-19 17:00:00+00:00,17,12,1,8.1,0.0,16.9,130.0
2023-12-19 18:00:00+00:00,18,12,1,6.8,0.0,12.2,122.0
2023-12-19 19:00:00+00:00,19,12,1,6.2,0.0,15.3,113.0
2023-12-19 20:00:00+00:00,20,12,1,6.1,0.0,17.4,94.5
2023-12-19 21:00:00+00:00,21,12,1,5.6,0.0,19.3,68.5
2023-12-19 22:00:00+00:00,22,12,1,5.2,0.0,18.8,57.0
2023-12-19 23:00:00+00:00,23,12,1,5.1,0.0,18.4,58.0
2023-12-20 00:00:00+00:00,0,12,2,5.0,0.0,18.4,59.5
2023-12-20 01:00:00+00:00,1,12,2,5.0,0.0,19.2,62.5
2023-12-20 02:00:00+00:00,2,12,2,4.9,0.0,19.6,58.0
2023-12-20 03:00:00+00:00,3,12,2,4.9,0.0,20.9,52.0
2023-12-20 04:00:00+00:00,4,12,2,5.1,0.0,21.6,48.5
2023-12-20 05:00:00+00:00,5,12,2,5.0,0.0,21.0,51.0
2023-12-20 06:00:00+00:00,6,12,2,5.0,0.0,20.1,60.0
2023-12-20 07:00:00+00:00,7,12,2,5.6,0.0,19.8,67.5
2023-12-20 08:00:00+00:00,8,12,2,5.8,0.0,20.9,62.0
2023-12-20 09:00:00+00:00,9,12,2,6.3,21.0,20.5,53.0
2023-12-20 10:00:00+00:00,10,12,2,7.6,96.0,22.0,54.0
2023-12-20 11:00:00+00:00,11,12,2,8.8,129.0,23.5,52.0
2023-12-20 12:00:00+00:00,12,12,2,9.6,124.0,23.9,45.0
2023-12-20 13:00:00+00:00,13,12,2,9.4,121.0,25.2,42.5
2023-12-20 14:00:00+00:00,14,12,2,9.7,98.0,26.8,49.0
2023-12-20 15:00:00+00:00,15,12,2,9.8,45.0,27.3,51.5
2023-12-20 16:00:00+00:00,16,12,2,10.0,3.0,26.4,57.5
2023-12-20 17:00:00+00:00,17,12,2,9.9,0.0,25.8,62.5
2023-12-20 18:00:00+00:00,18,12,2,9.9,0.0,26.1,60.0
2023-12-20 19:00:00+00:00,19,12,2,10.0,0.0,27.2,49.0
2023-12-20 20:00:00+00:00,20,12,2,9.9,0.0,26.4,49.5
2023-12-20 21:00:00+00:00,21,12,2,10.0,0.0,25.7,53.0
2023-12-20 22:00:00+00:00,22,12,2,10.4,0.0,26.7,50.0
2023-12-20 23:00:00+00:00,23,12,2,10.9,0.0,25.2,47.5
2023-12-21 00:00:00+00:00,0,12,3,10.9,0.0,24.9,48.0
2023-12-21 01:00:00+00:00,1,12,3,10.2,0.0,23.4,48.5
2023-12-21 02:00:00+00:00,2,12,3,10.1,0.0,25.5,42.0
2023-12-21 03:00:00+00:00,3,12,3,10.8,0.0,27.2,43.0
2023-12-21 04:00:00+00:00,4,12,3,10.9,0.0,29.6,47.5
2023-12-21 05:00:00+00:00,5,12,3,11.2,0.0,35.3,41.0
2023-12-21 06:00:00+00:00,6,12,3,11.4,0.0,34.1,45.5
2023-12-21 07:00:00+00:00,7,12,3,11.6,0.0,31.2,44.5
2023-12-21 08:00:00+00:00,8,12,3,12.1,0.0,30.7,42.5
2023-12-21 09:00:00+00:00,9,12,3,12.6,3.0,30.1,43.0
2023-12-21 10:00:00+00:00,10,12,3,12.6,24.0,30.0,51.0
2023-12-21 11:00:00+00:00,11,12,3,12.6,65.0,28.6,54.0
2023-12-21 12:00:00+00:00,12,12,3,12.8,106.0,30.1,54.0
2023-12-21 13:00:00+00:00,13,12,3,13.4,147.0,29.3,56.5
2023-12-21 14:00:00+00:00,14,12,3,12.9,116.0,31.0,63.0
2023-12-21 15:00:00+00:00,15,12,3,12.1,52.0,29.9,60.5
2023-12-21 16:00:00+00:00,16,12,3,11.4,6.0,31.7,60.5
2023-12-21 17:00:00+00:00,17,12,3,10.6,0.0,28.8,64.0
2023-12-21 18:00:00+00:00,18,12,3,10.4,0.0,28.8,48.0
2023-12-21 19:00:00+00:00,19,12,3,9.3,0.0,26.3,47.5
2023-12-21 20:00:00+00:00,20,12,3,8.9,0.0,24.3,41.0
2023-12-21 21:00:00+00:00,21,12,3,8.6,0.0,22.6,37.5
2023-12-21 22:00:00+00:00,22,12,3,8.6,0.0,23.6,40.5
2023-12-21 23:00:00+00:00,23,12,3,8.2,0.0,22.0,35.5
2023-12-22 00:00:00+00:00,0,12,4,8.4,0.0,23.8,38.5
2023-12-22 01:00:00+00:00,1,12,4,9.2,0.0,26.0,39.0
2023-12-22 02:00:00+00:00,2,12,4,9.6,0.0,25.6,39.0
2023-12-22 03:00:00+00:00,3,12,4,9.4,0.0,20.3,39.0
2023-12-22 04:00:00+00:00,4,12,4,9.8,0.0,23.2,39.0
2023-12-22 05:00:00+00:00,5,12,4,10.2,0.0,27.4,39.0
2023-12-22 06:00:00+00:00,6,12,4,10.5,0.0,31.4,38.5
2023-12-22 07:00:00+00:00,7,12,4,10.7,0.0,33.4,39.0
2023-12-22 08:00:00+00:00,8,12,4,10.7,0.0,31.1,43.0
2023-12-22 09:00:00+00:00,9,12,4,10.8,7.0,30.9,49.5
2023-12-22 10:00:00+00:00,10,12,4,10.9,23.0,31.5,51.0
2023-12-22 11:00:00+00:00,11,12,4,11.0,81.0,30.8,58.0
2023-12-22 12:00:00+00:00,12,12,4,11.1,74.0,30.3,64.0
2023-12-22 13:00:00+00:00,13,12,4,10.7,107.0,33.6,65.0
2023-12-22 14:00:00+00:00,14,12,4,10.8,84.0,30.3,64.5
2023-12-22 15:00:00+00:00,15,12,4,10.5,51.0,28.9,57.5
2023-12-22 16:00:00+00:00,16,12,4,10.0,12.0,27.1,66.0
2023-12-22 17:00:00+00:00,17,12,4,9.6,0.0,25.0,72.5
2023-12-22 18:00:00+00:00,18,12,4,9.2,0.0,23.8,63.5
2023-12-22 19:00:00+00:00,19,12,4,9.4,0.0,24.1,63.0
2023-12-22 20:00:00+00:00,20,12,4,9.7,0.0,23.8,62.0
2023-12-22 21:00:00+00:00,21,12,4,9.2,0.0,21.6,52.0
2023-12-22 22:00:00+00:00,22,12,4,8.8,0.0,21.7,46.5
2023-12-22 23:00:00+00:00,23,12,4,8.2,0.0,21.3,47.5
2023-12-23 00:00:00+00:00,0,12,5,8.4,0.0,21.3,52.5
2023-12-23 01:00:00+00:00,1,12,5,7.8,0.0,21.3,53.5
2023-12-23 02:00:00+00:00,2,12,5,8.1,0.0,22.0,48.0
2023-12-23 03:00:00+00:00,3,12,5,8.0,0.0,21.6,47.0
2023-12-23 04:00:00+00:00,4,12,5,8.0,0.0,23.0,50.0
2023-12-23 05:00:00+00:00,5,12,5,8.1,0.0,23.1,46.0
2023-12-23 06:00:00+00:00,6,12,5,8.8,0.0,24.5,46.5
2023-12-23 07:00:00+00:00,7,12,5,9.1,0.0,25.7,46.0
2023-12-23 08:00:00+00:00,8,12,5,8.6,0.0,21.7,43.5
2023-12-23 09:00:00+00:00,9,12,5,8.6,20.0,21.5,39.5
2023-12-23 10:00:00+00:00,10,12,5,9.3,93.0,20.3,34.0
2023-12-23 11:00:00+00:00,11,12,5,10.4,146.0,26.0,31.0
2023-12-23 12:00:00+00:00,12,12,5,11.0,163.0,21.6,33.0
2023-12-23 13:00:00+00:00,13,12,5,10.9,209.0,25.6,37.5
2023-12-23 14:00:00+00:00,14,12,5,10.9,166.0,26.2,35.5
2023-12-23 15:00:00+00:00,15,12,5,10.2,66.0,24.8,41.0
2023-12-23 16:00:00+00:00,16,12,5,9.8,12.0,25.3,50.0
2023-12-23 17:00:00+00:00,17,12,5,9.6,0.0,26.1,58.5
2023-12-23 18:00:00+00:00,18,12,5,9.4,0.0,25.3,56.5
2023-12-23 19:00:00+00:00,19,12,5,10.2,0.0,25.4,53.5
2023-12-23 20:00:00+00:00,20,12,5,10.2,0.0,25.0,53.5
2023-12-23 21:00:00+00:00,21,12,5,10.3,0.0,25.6,51.5
2023-12-23 22:00:00+00:00,22,12,5,10.6,0.0,29.0,58.5
2023-12-23 23:00:00+00:00,23,12,5,11.0,0.0,30.3,52.0
2023-12-24 00:00:00+00:00,0,12,6,11.2,0.0,32.2,55.0
2023-12-24 01:00:00+00:00,1,12,6,10.6,0.0,27.9,55.5
2023-12-24 02:00:00+00:00,2,12,6,10.6,0.0,28.6,53.5
2023-12-24 03:00:00+00:00,3,12,6,10.9,0.0,29.6,49.5
2023-12-24 04:00:00+00:00,4,12,6,11.2,0.0,28.6,51.0
2023-12-24 05:00:00+00:00,5,12,6,11.8,0.0,29.8,51.0
2023-12-24 06:00:00+00:00,6,12,6,12.2,0.0,27.9,54.5
2023-12-24 07:00:00+00:00,7,12,6,12.5,0.0,29.3,50.0
2023-12-24 08:00:00+00:00,8,12,6,12.6,0.0,30.6,49.0
2023-12-24 09:00:00+00:00,9,12,6,12.8,5.0,32.2,43.0
2023-12-24 10:00:00+00:00,10,12,6,13.0,23.0,30.8,39.0
2023-12-24 11:00:00+00:00,11,12,6,13.1,47.0,33.0,37.0
2023-12-24 12:00:00+00:00,12,12,6,13.1,72.0,33.8,37.0
2023-12-24 13:00:00+00:00,13,12,6,13.2,76.0,30.6,37.5
2023-12-24 14:00:00+00:00,14,12,6,13.1,43.0,31.9,40.0
2023-12-24 15:00:00+00:00,15,12,6,12.9,21.0,33.4,33.0
2023-12-24 16:00:00+00:00,16,12,6,12.8,10.0,32.4,36.5
2023-12-24 17:00:00+00:00,17,12,6,12.9,0.0,31.9,38.0
2023-12-24 18:00:00+00:00,18,12,6,13.1,0.0,32.8,36.5
2023-12-24 19:00:00+00:00,19,12,6,13.1,0.0,30.3,38.5
2023-12-24 20:00:00+00:00,20,12,6,13.1,0.0,29.3,41.0
2023-12-24 21:00:00+00:00,21,12,6,13.1,0.0,28.7,46.0
2023-12-24 22:00:00+00:00,22,12,6,12.9,0.0,26.9,53.0
2023-12-24 23:00:00+00:00,23,12,6,12.9,0.0,26.9,56.0
2023-12-25 00:00:00+00:00,0,12,0,12.8,0.0,25.7,58.0
2023-12-25 01:00:00+00:00,1,12,0,12.8,0.0,22.9,58.5
2023-12-25 02:00:00+00:00,2,12,0,12.9,0.0,25.1,61.0
2023-12-25 03:00:00+00:00,3,12,0,12.8,0.0,23.8,64.0
2023-12-25 04:00:00+00:00,4,12,0,12.6,0.0,25.0,68.5
2023-12-25 05:00:00+00:00,5,12,0,12.6,0.0,23.0,72.0
2023-12-25 06:00:00+00:00,6,12,0,12.4,0.0,22.1,78.5
2023-12-25 07:00:00+00:00,7,12,0,12.4,0.0,22.7,69.5
2023-12-25 08:00:00+00:00,8,12,0,12.2,0.0,22.8,66.5
2023-12-25 09:00:00+00:00,9,12,0,12.1,5.0,23.6,64.5
2023-12-25 10:00:00+00:00,10,12,0,12.3,48.0,23.9,46.5
2023-12-25 11:00:00+00:00,11,12,0,12.2,43.0,22.1,43.5
2023-12-25 12:00:00+00:00,12,12,0,12.8,121.0,19.8,53.0
2023-12-25 13:00:00+00:00,13,12,0,12.1,27.0,21.3,54.5
2023-12-25 14:00:00+00:00,14,12,0,11.9,28.0,20.0,47.5
2023-12-25 15:00:00+00:00,15,12,0,12.0,25.0,16.7,44.0
2023-12-25 16:00:00+00:00,16,12,0,12.0,3.0,20.6,42.0
2023-12-25 17:00:00+00:00,17,12,0,12.1,0.0,24.0,43.0
2023-12-25 18:00:00+00:00,18,12,0,12.1,0.0,28.6,44.5
2023-12-25 19:00:00+00:00,19,12,0,12.0,0.0,29.5,48.0
2023-12-25 20:00:00+00:00,20,12,0,11.7,0.0,29.0,59.0
2023-12-25 21:00:00+00:00,21,12,0,11.4,0.0,25.4,61.0
2023-12-25 22:00:00+00:00,22,12,0,11.2,0.0,25.2,58.0
2023-12-25 23:00:00+00:00,23,12,0,10.4,0.0,24.6,58.0
2023-12-26 00:00:00+00:00,0,12,1,9.4,0.0,22.7,59.0
2023-12-26 01:00:00+00:00,1,12,1,9.3,0.0,20.6,57.5
2023-12-26 02:00:00+00:00,2,12,1,8.6,0.0,22.6,57.5
2023-12-26 03:00:00+00:00,3,12,1,7.8,0.0,23.1,57.5
2023-12-26 04:00:00+00:00,4,12,1,7.5,0.0,23.7,58.5
2023-12-26 05:00:00+00:00,5,12,1,7.2,0.0,22.9,61.0
2023-12-26 06:00:00+00:00,6,12,1,7.3,0.0,23.3,67.0
2023-12-26 07:00:00+00:00,7,12,1,7.0,0.0,22.2,64.0
2023-12-26 08:00:00+00:00,8,12,1,6.4,0.0,17.1,58.5
2023-12-26 09:00:00+00:00,9,12,1,6.3,22.0,13.4,54.5
2023-12-26 10:00:00+00:00,10,12,1,7.3,107.0,16.4,60.5
2023-12-26 11:00:00+00:00,11,12,1,8.3,183.0,17.0,66.0
2023-12-26 12:00:00+00:00,12,12,1,8.8,193.0,14.8,91.0
2023-12-26 13:00:00+00:00,13,12,1,8.8,147.0,12.5,109.0
2023-12-26 14:00:00+00:00,14,12,1,8.6,133.0,9.1,136.0
2023-12-26 15:00:00+00:00,15,12,1,7.6,73.0,4.7,164.5
2023-12-26 16:00:00+00:00,16,12,1,7.6,19.0,4.6,185.0
2023-12-26 17:00:00+00:00,17,12,1,5.1,0.0,6.5,183.0
2023-12-26 18:00:00+00:00,18,12,1,4.0,0.0,7.2,184.0
2023-12-26 19:00:00+00:00,19,12,1,4.2,0.0,7.2,186.5
2023-12-26 20:00:00+00:00,20,12,1,4.8,0.0,6.9,177.5
2023-12-26 21:00:00+00:00,21,12,1,4.9,0.0,7.2,149.0
2023-12-26 22:00:00+00:00,22,12,1,5.7,0.0,9.4,111.0
2023-12-26 23:00:00+00:00,23,12,1,6.2,0.0,10.3,82.5
2023-12-27 00:00:00+00:00,0,12,2,6.7,0.0,11.6,68.5
2023-12-27 01:00:00+00:00,1,12,2,6.8,0.0,11.9,69.5
2023-12-27 02:00:00+00:00,2,12,2,7.1,0.0,13.4,64.0
2023-12-27 03:00:00+00:00,3,12,2,7.5,0.0,14.4,61.0
2023-12-27 04:00:00+00:00,4,12,2,8.4,0.0,13.8,56.5
2023-12-27 05:00:00+00:00,5,12,2,9.7,0.0,17.6,55.5
2023-12-27 06:00:00+00:00,6,12,2,10.2,0.0,22.8,61.5
2023-12-27 07:00:00+00:00,7,12,2,10.5,0.0,23.9,60.0
2023-12-27 08:00:00+00:00,8,12,2,10.8,0.0,28.0,51.5
